Transcript.ID,Gene.ID,expression,change,log_change,DMSO_4H_2,THZ1_4H_250nM,log2_fold_4h_250nM,rank
NR_024106,ADAM3A,3.4715,3.591,0.1195,3.054,2.803,-0.251,21
NR_024207,KIAA1875,5.9595,5.4755,-0.484,5.489,5.3725,-0.1165,796
NR_024209,RNF185,6.2555,6.108,-0.1475,6.653,6.4195,-0.2335,906
NR_024212,RNF185,6.2555,6.108,-0.1475,6.653,6.4195,-0.2335,907
NR_024583,POM121L8P,4.517,4.173,-0.344,4.352,3.959,-0.393,202
NR_024602,CLCA4,4.11,4.185,0.075,4.892,4.246,-0.646,112
NR_024625,API5,7.3455,6.807,-0.5385,8.679,7.5905,-1.0885,1220
NR_026571,NOX4,6.277,5.904,-0.373,6.557,5.9595,-0.5975,919
NR_026716,KIR3DX1,4.571,4.425,-0.146,4.022,4.5565,0.5345,214
NR_026875,NEURL3,4.6275,4.801,0.1735,4.694,4.6845,-0.0095,242
NR_026893,POU6F1,5.3095,4.498,-0.8115,5.008,4.721,-0.287,554
NR_026904,PABPC1P2,5.0365,4.8135,-0.223,5.041,4.5555,-0.4855,415
NR_026921,LOC202181,5.404,5.226,-0.178,6.129,4.754,-1.375,593
NR_026941,CASC2,4.1895,4.0285,-0.161,4.545,4.103,-0.442,124
NR_027027,GUSBP1,6.601,6.625,0.024,7.362,6.578,-0.784,1022
NR_027083,AFMID,6.984,6.54,-0.444,7.367,6.608,-0.759,1139
NR_027428,LOC219347,6.081,5.371,-0.71,5.169,5.4665,0.2975,838
NR_027486,TBC1D3P2,4.6865,4.1765,-0.51,3.353,3.625,0.272,269
NR_027668,RNF170,6.4745,5.543,-0.9315,6.663,5.3955,-1.2675,977
NR_027674,ADARB1,8.297,7.8185,-0.4785,7.997,6.5535,-1.4435,1462
NR_027751,FAM20A,5.095,4.973,-0.122,5.061,4.712,-0.349,445
NR_027781,MT1DP,5.6855,5.4445,-0.241,5.963,5.319,-0.644,692
NR_027783,SAT1,8.5645,9.448,0.8835,7.922,7.8545,-0.0675,1522
NR_027794,C3orf17,8.156,8.1095,-0.0465,9.396,8.202,-1.194,1418
NR_027850,MTX2,10.392,8.876,-1.516,10.732,8.92,-1.812,1843
NR_028027,CREBZF,9.3905,8.1225,-1.268,9.456,7.617,-1.839,1677
NR_028039,GATS,7.0345,6.8345,-0.2,6.864,5.971,-0.893,1151
NR_028050,MTERFD2,7.7545,7.3725,-0.382,8.072,7.1165,-0.9555,1326
NR_028351,FLJ33360,5.985,5.44,-0.545,6.099,5.537,-0.562,810
NR_028500,LDHA,13.5565,13.444,-0.1125,13.811,13.0755,-0.7355,1996
NR_030765,ATP5SL,8.4845,7.658,-0.8265,8.371,7.461,-0.91,1498
NR_033181,SYAP1,8.265,8.325,0.06,9.419,8.7115,-0.7075,1450
NR_033408,FBXW4P1,6.2455,6.005,-0.2405,6.305,5.7985,-0.5065,904
NR_033438,PLSCR4,4.124,4.443,0.319,4.116,4.1405,0.0245,115
NR_033460,PAGE3,4.2145,3.924,-0.2905,4.865,4.2515,-0.6135,129
NR_033519,MASP1,4.663,4.527,-0.136,4.461,4.8905,0.4295,260
NR_033746,DMKN,5.7915,5.662,-0.1295,6.189,5.4475,-0.7415,734
NR_033759,ATP5L,12.5835,12.423,-0.1605,13.035,12.457,-0.578,1975
NR_034059,PSMD1,9.6425,9.4125,-0.23,11.966,11.6365,-0.3295,1721
NR_034064,CASP12,4.986,4.658,-0.328,5.078,4.489,-0.589,388
NR_036439,CDADC1,8.8375,9.8015,0.964,9.453,8.3775,-1.0755,1584
NR_036462,APITD1,9.736,9.126,-0.61,10.423,9.626,-0.797,1740
NR_036517,C17orf62,10.0795,8.997,-1.0825,9.744,8.318,-1.426,1797
NR_036526,LOC100499484,4.2945,4.3705,0.076,4.796,4.335,-0.461,154
NR_036535,MATR3,10.506,10.7055,0.1995,12.887,12.682,-0.205,1868
NR_036541,GPR89A,4.7135,4.4985,-0.215,5.287,3.7605,-1.5265,278
NR_036542,CARS,9.1255,8.384,-0.7415,8.786,8.047,-0.739,1640
NR_036552,C21orf59,10.4495,9.8725,-0.577,11.092,9.8645,-1.2275,1862
NR_036623,DBF4B,8.3375,7.0385,-1.299,8.836,6.7485,-2.0875,1471
NR_036684,CES2,6.5025,5.3205,-1.182,6.381,5.4945,-0.8865,989
NR_037628,ZSWIM3,6.3225,4.7495,-1.573,5.95,4.5595,-1.3905,938
NR_037649,CCNT2,5.6585,6.045,0.3865,6.616,5.9885,-0.6275,679
NR_037653,ST20,8.8885,7.024,-1.8645,8.819,7.076,-1.743,1596
NR_037715,RNASEK,10.443,10.402,-0.041,10.431,9.9935,-0.4375,1860
NR_037716,RNASEK,10.443,10.402,-0.041,10.431,9.9935,-0.4375,1859
NR_037774,STAM,8.065,8.044,-0.021,8.659,6.627,-2.032,1400
NR_038135,LOC641515,3.768,3.947,0.179,4.57,3.6435,-0.9265,47
NR_038261,HIVEP3,7.922,7.669,-0.253,8.012,7.0515,-0.9605,1366
NR_038265,PPFIA2,4.8965,4.8395,-0.057,5.714,5.439,-0.275,355
NR_038335,CLU,5.8105,5.787,-0.0235,5.619,5.7195,0.1005,744
NR_038370,NDRG3,10.101,9.9845,-0.1165,10.394,9.9135,-0.4805,1799
NR_038378,LOC441242,4.222,4.2005,-0.0215,3.082,3.7715,0.6895,136
NR_038985,LOC100132987,6.18,5.828,-0.352,6.316,5.9225,-0.3935,879
NR_040007,CLPTM1,6.3615,6.208,-0.1535,6.28,5.9275,-0.3525,952
NR_040009,IKBKB,9.8665,9.2315,-0.635,9.745,7.8975,-1.8475,1768
NR_040053,RNF41,6.4915,5.5015,-0.99,6.818,5.099,-1.719,983
NR_040103,CARKD,7.5075,7.6925,0.185,7.005,6.0775,-0.9275,1255
NR_040241,MPPE1,8.8985,7.4475,-1.451,8.258,6.652,-1.606,1600
NR_045035,APH1A,9.864,9.204,-0.66,9.86,9.057,-0.803,1766
